subject_id,group,covariate_X,target_Y,window_index,lag_steps,lag_ms,f_stat,p_value
sub-001,A,P4,Fp2,2,5,10,8.757054524358374,5.163321971030156e-08
sub-001,A,P4,Fp2,2,10,20,4.1946498875204155,1.2616058621171039e-05
sub-001,A,P4,Fp2,2,20,40,3.599911915262832,2.9992738622943037e-07
sub-001,A,P4,Fp2,2,30,60,2.869282187312469,1.113606415447771e-06
sub-001,A,P4,Fp2,2,40,80,3.4020929268223927,1.229832729571576e-10
sub-001,A,P4,Fp2,2,50,100,3.6137076664378904,1.584390863584941e-13
sub-001,A,P4,Fp2,3,5,10,30.560601321120984,1.5439108746582543e-27
sub-001,A,P4,Fp2,3,10,20,9.870047875343793,2.714051441926281e-15
sub-001,A,P4,Fp2,3,20,40,7.317773098369639,2.040194762390667e-18
sub-001,A,P4,Fp2,3,30,60,4.034048633403788,2.5304689673790216e-11
sub-001,A,P4,Fp2,3,40,80,3.00432614899856,1.0980551775797389e-08
sub-001,A,P4,Fp2,3,50,100,3.388867187891828,3.194425968748504e-12
sub-001,A,P4,Fp2,4,5,10,12.516183528730405,1.53634264878799e-11
sub-001,A,P4,Fp2,4,10,20,8.414931286965931,8.221344875865189e-13
sub-001,A,P4,Fp2,4,20,40,5.544665316503856,4.597711703696569e-13
sub-001,A,P4,Fp2,4,30,60,4.912247101455594,6.2139667670664946e-15
sub-001,A,P4,Fp2,4,40,80,3.6185067041921037,1.0293024984834987e-11
sub-001,A,P4,Fp2,4,50,100,3.2265954967541144,2.7549400614953197e-11
sub-001,A,Fp2,P4,0,5,10,30.37753446887245,2.1985720159743467e-27
sub-001,A,Fp2,P4,0,10,20,14.291771413198884,1.1580286069084016e-22
sub-001,A,Fp2,P4,0,20,40,3.6676441301638025,1.9043970880978086e-07
sub-001,A,Fp2,P4,0,30,60,3.5742192417500225,1.8577388504370079e-09
sub-001,A,Fp2,P4,0,40,80,3.8121228584360667,1.1029675577724525e-12
sub-001,A,Fp2,P4,0,50,100,3.0566705121163764,2.585413256815341e-10
sub-001,A,Fp2,P4,1,5,10,7.391453793523815,9.976695735546628e-07
sub-001,A,Fp2,P4,1,10,20,1.4060665739271416,0.17366794513919526
sub-001,A,Fp2,P4,1,20,40,1.6625233744323942,0.035518783693664534
sub-001,A,Fp2,P4,1,30,60,1.9121829494377185,0.0028424272206987373
sub-001,A,Fp2,P4,1,40,80,2.0055108870030245,0.00037930251024941085
sub-001,A,Fp2,P4,1,50,100,1.9361566260182395,0.00024502718001653546
sub-001,A,Fp2,P4,2,5,10,5.329861712640434,8.500647746995308e-05
sub-001,A,Fp2,P4,2,10,20,1.8468320688442164,0.0501394668058306
sub-001,A,Fp2,P4,2,20,40,1.8900969347635561,0.011273101196644325
sub-001,A,Fp2,P4,2,30,60,1.3273135065180965,0.11731523956599894
sub-001,A,Fp2,P4,2,40,80,1.9355976336722533,0.0007284411389343776
sub-001,A,Fp2,P4,2,50,100,2.141509576518531,2.424144053863535e-05
sub-001,A,Fp2,P4,3,5,10,13.734941908759103,1.130737594533188e-12
sub-001,A,Fp2,P4,3,10,20,6.676228148140416,7.869038822253933e-10
sub-001,A,Fp2,P4,3,20,40,3.256465939822864,2.9225216097442954e-06
sub-001,A,Fp2,P4,3,30,60,2.3820318465819326,7.213101553938665e-05
sub-001,A,Fp2,P4,3,40,80,1.9803954105679968,0.0004803372236768255
sub-001,A,Fp2,P4,3,50,100,2.022512584155966,9.423583226444266e-05
sub-001,A,Fp2,P4,4,5,10,8.169898660410423,1.8451049692158564e-07
sub-001,A,Fp2,P4,4,10,20,3.3694394804023777,0.0002782041135601766
sub-001,A,Fp2,P4,4,20,40,2.5857423877699874,0.00020823513234438526
sub-001,A,Fp2,P4,4,30,60,2.0797670282789076,0.0008070467359870134
sub-001,A,Fp2,P4,4,40,80,1.9750952711153147,0.0005047589553849682
sub-001,A,Fp2,P4,4,50,100,1.828864813631125,0.0007717058336980693
sub-002,A,P3,Fp1,0,5,10,1.6407805386966487,0.14729572777099775
sub-002,A,P3,Fp1,0,10,20,17.472018594331605,9.132766307732907e-28
sub-002,A,P3,Fp1,0,20,40,5.772304266829659,9.401601093483056e-14
sub-002,A,P3,Fp1,0,30,60,4.832304240906402,1.3271566601808363e-14
sub-002,A,P3,Fp1,0,40,80,4.221458081901418,9.564910090011052e-15
sub-002,A,P3,Fp1,0,50,100,3.938122268980312,2.034309989033018e-15
sub-002,A,P3,Fp1,1,5,10,28.941564948067185,3.568843048360222e-26
sub-002,A,P3,Fp1,1,10,20,11.721012380155955,2.055536161313621e-18
sub-002,A,P3,Fp1,1,20,40,8.821248755176924,6.986732336582325e-23
sub-002,A,P3,Fp1,1,30,60,5.109602641667075,9.546383351898145e-16
sub-002,A,P3,Fp1,1,40,80,5.9149120173641005,3.056353601839265e-23
sub-002,A,P3,Fp1,1,50,100,5.73815593607901,8.228014687610759e-26
sub-002,A,P3,Fp1,2,5,10,22.722445608433315,8.383202989306986e-21
sub-002,A,P3,Fp1,2,10,20,5.26523619444185,2.0164089157072132e-07
sub-002,A,P3,Fp1,2,20,40,5.441803739538098,9.417651149665717e-13
sub-002,A,P3,Fp1,2,30,60,4.030700417897562,2.6114269294212505e-11
sub-002,A,P3,Fp1,2,40,80,4.461638802432644,5.859798739494125e-16
sub-002,A,P3,Fp1,2,50,100,3.9405813810928203,1.9681555765628092e-15
sub-002,A,P3,Fp1,3,5,10,4.199766727477846,0.0009339381648985745
sub-002,A,P3,Fp1,3,10,20,1.877767513102952,0.04565468979114878
sub-002,A,P3,Fp1,3,20,40,2.8589156078904483,3.79669123549296e-05
sub-002,A,P3,Fp1,3,30,60,3.7932040864073753,2.420730753789953e-10
sub-002,A,P3,Fp1,3,40,80,3.14027777769187,2.3943392719351275e-09
sub-002,A,P3,Fp1,3,50,100,3.2816668052159517,1.3280830851571344e-11
sub-002,A,P3,Fp1,4,5,10,11.86493728604761,6.228975588614735e-11
sub-002,A,P3,Fp1,4,10,20,21.362116531867937,9.04935614271898e-34
sub-002,A,P3,Fp1,4,20,40,8.026743656726671,1.5582114790583085e-20
sub-002,A,P3,Fp1,4,30,60,7.682887099116611,3.4651918025831297e-26
sub-002,A,P3,Fp1,4,40,80,5.361446513621368,1.7353342823538884e-20
sub-002,A,P3,Fp1,4,50,100,4.855050508425155,9.315415659725107e-21
sub-002,A,Fp1,P3,0,5,10,12.197607456833643,3.0456116269331065e-11
sub-002,A,Fp1,P3,0,10,20,4.472525068236186,4.35534600903556e-06
sub-002,A,Fp1,P3,0,20,40,2.3102082141826794,0.001084753110502283
sub-002,A,Fp1,P3,0,30,60,2.512694568337576,2.4253633983833303e-05
sub-002,A,Fp1,P3,0,40,80,2.248501865076839,3.535237874711166e-05
sub-002,A,Fp1,P3,0,50,100,2.0104549857013123,0.00010785775531237564
sub-002,A,Fp1,P3,1,5,10,8.200117952759678,1.7280470173848863e-07
sub-002,A,Fp1,P3,1,10,20,5.197356857281387,2.6278502704505733e-07
sub-002,A,Fp1,P3,1,20,40,3.212308355239011,3.901957490420628e-06
sub-002,A,Fp1,P3,1,30,60,2.749079174570585,3.194424072401376e-06
sub-002,A,Fp1,P3,1,40,80,2.2331077162533086,4.1263543929982504e-05
sub-002,A,Fp1,P3,1,50,100,2.019908778917085,9.70278664001404e-05
sub-002,A,Fp1,P3,2,5,10,19.74960166690582,3.676275765179747e-18
sub-002,A,Fp1,P3,2,10,20,9.858597589451005,2.8383106034756987e-15
sub-002,A,Fp1,P3,2,20,40,4.431289541496839,1.0465083613640856e-09
sub-002,A,Fp1,P3,2,30,60,2.4456826804238676,4.254527591541857e-05
sub-002,A,Fp1,P3,2,40,80,2.1135148972821556,0.00013459689557370597
sub-002,A,Fp1,P3,2,50,100,1.6456437387951661,0.004848182137132386
sub-002,A,Fp1,P3,3,5,10,2.9281849734107332,0.012764822896359157
sub-002,A,Fp1,P3,3,10,20,4.058125794942715,2.1202479474568045e-05
sub-002,A,Fp1,P3,3,20,40,2.8927333609688226,3.0637941552769465e-05
sub-002,A,Fp1,P3,3,30,60,2.338459796672572,0.00010316603327740825
sub-002,A,Fp1,P3,3,40,80,2.423373101196677,5.898557565457392e-06
sub-002,A,Fp1,P3,3,50,100,1.856406170231296,0.0005774722910304519
sub-002,A,Fp1,P3,4,5,10,3.571964756015246,0.0034479062731848096
sub-002,A,Fp1,P3,4,10,20,6.052753171768681,9.191002306322592e-09
sub-002,A,Fp1,P3,4,20,40,3.781056703306449,8.872504673503843e-08
sub-002,A,Fp1,P3,4,30,60,1.8951934161663178,0.0032171737944071315
sub-002,A,Fp1,P3,4,40,80,2.1387208805986244,0.00010521421571341707
sub-002,A,Fp1,P3,4,50,100,2.204254154193168,1.1648437820425118e-05
sub-002,A,P4,Fp2,0,5,10,2.7511887124362486,0.01815972962830037
sub-002,A,P4,Fp2,0,10,20,10.762165572523307,8.390406522037876e-17
sub-002,A,P4,Fp2,0,20,40,6.16135640683824,6.24276220230232e-15
sub-002,A,P4,Fp2,0,30,60,5.6813182055907046,4.240897796581159e-18
sub-002,A,P4,Fp2,0,40,80,5.812495638241502,9.826911404527929e-23
sub-002,A,P4,Fp2,0,50,100,5.3709643932039315,1.0046163004498733e-23
sub-002,A,P4,Fp2,1,5,10,20.890244708684026,3.515717678198256e-19
sub-002,A,P4,Fp2,1,10,20,11.101110684706855,2.2535773165617904e-17
sub-002,A,P4,Fp2,1,20,40,8.186190831008393,5.238094871005755e-21
sub-002,A,P4,Fp2,1,30,60,6.209235319939682,2.933283180803048e-20
sub-002,A,P4,Fp2,1,40,80,5.983780601347548,1.3957595318171696e-23
sub-002,A,P4,Fp2,1,50,100,5.201411549425113,9.396243369160537e-23
sub-002,A,P4,Fp2,2,5,10,7.932002464736853,3.0909538468788125e-07
sub-002,A,P4,Fp2,2,10,20,5.627030462706571,4.8951703939915703e-08
sub-002,A,P4,Fp2,2,20,40,4.023416626538097,1.713880613599978e-08
sub-002,A,P4,Fp2,2,30,60,3.8086041693454646,2.0962460345693103e-10
sub-002,A,P4,Fp2,2,40,80,3.481993455073472,4.933066545666795e-11
sub-002,A,P4,Fp2,2,50,100,3.462983536852698,1.1891262104930397e-12
sub-002,A,P4,Fp2,3,5,10,5.158961427234341,0.0001224709831439327
sub-002,A,P4,Fp2,3,10,20,2.619421325797642,0.00405010353005859
sub-002,A,P4,Fp2,3,20,40,3.7978077901706992,7.92339165196181e-08
sub-002,A,P4,Fp2,3,30,60,4.955571746585806,4.1187280813015086e-15
sub-002,A,P4,Fp2,3,40,80,4.625247742638375,8.746257472857194e-17
sub-002,A,P4,Fp2,3,50,100,4.066796910816025,3.6060243904775544e-16
sub-002,A,P4,Fp2,4,5,10,8.864851597479769,4.086933169933064e-08
sub-002,A,P4,Fp2,4,10,20,11.2332566006748,1.3512055407166303e-17
sub-002,A,P4,Fp2,4,20,40,7.523398411835157,4.940577783465777e-19
sub-002,A,P4,Fp2,4,30,60,6.754070523052909,1.8034574455557905e-22
sub-002,A,P4,Fp2,4,40,80,6.1322303632297395,2.5881550213073457e-24
sub-002,A,P4,Fp2,4,50,100,5.177947176635237,1.2813474618583474e-22
sub-002,A,Fp2,P4,0,5,10,9.707714715555111,6.575880296194874e-09
sub-002,A,Fp2,P4,0,10,20,3.261226737233176,0.0004133970136794037
sub-002,A,Fp2,P4,0,20,40,2.168144129301292,0.002459668338706474
sub-002,A,Fp2,P4,0,30,60,1.6729966628000426,0.015075138896284673
sub-002,A,Fp2,P4,0,40,80,1.6848726649577455,0.006577683745629183
sub-002,A,Fp2,P4,0,50,100,1.8582853169357718,0.0005660934780670364
sub-002,A,Fp2,P4,1,5,10,9.851487789847239,4.816375083837056e-09
sub-002,A,Fp2,P4,1,10,20,2.088253562618882,0.023699668126461293
sub-002,A,Fp2,P4,1,20,40,1.484786184410498,0.0804833480182811
sub-002,A,Fp2,P4,1,30,60,1.0757233550804646,0.36089643852987646
sub-002,A,Fp2,P4,1,40,80,1.1223958221638617,0.28437254789108346
sub-002,A,Fp2,P4,1,50,100,1.1534043109041647,0.22736050401386054
sub-002,A,Fp2,P4,2,5,10,14.065765800711029,5.583252362464829e-13
sub-002,A,Fp2,P4,2,10,20,3.978203343586448,2.8699106383548232e-05
sub-002,A,Fp2,P4,2,20,40,3.615296069287178,2.705645048418343e-07
sub-002,A,Fp2,P4,2,30,60,2.0683020966339676,0.000881429407803531
sub-002,A,Fp2,P4,2,40,80,2.468038116334997,3.699290219806788e-06
sub-002,A,Fp2,P4,2,50,100,1.912199190880649,0.0003178469637745455
sub-002,A,Fp2,P4,3,5,10,5.700486575046545,3.8414080611948494e-05
sub-002,A,Fp2,P4,3,10,20,2.802637114321486,0.002139791878277458
sub-002,A,Fp2,P4,3,20,40,4.13296269184705,8.113784436441946e-09
sub-002,A,Fp2,P4,3,30,60,2.097384338230213,0.0007044138192210257
sub-002,A,Fp2,P4,3,40,80,2.20273919276667,5.589230292264188e-05
sub-002,A,Fp2,P4,3,50,100,1.411597481350976,0.038237694748650373
sub-002,A,Fp2,P4,4,5,10,9.079862394713905,2.5639580120199886e-08
sub-002,A,Fp2,P4,4,10,20,7.028356170379621,1.959079986910586e-10
sub-002,A,Fp2,P4,4,20,40,4.055577127382955,1.3764363782410317e-08
sub-002,A,Fp2,P4,4,30,60,2.1216060278164237,0.0005836553801136994
sub-002,A,Fp2,P4,4,40,80,2.457678951365335,4.123317578251544e-06
sub-002,A,Fp2,P4,4,50,100,2.1014646858235184,3.847057562882502e-05
sub-003,A,P3,Fp1,0,5,10,17.75385970097246,2.3217995461815835e-16
sub-003,A,P3,Fp1,0,10,20,6.438285276016222,2.0121359482777343e-09
sub-003,A,P3,Fp1,0,20,40,3.0933751951879263,8.457833653773149e-06
sub-003,A,P3,Fp1,0,30,60,2.012441274876699,0.001348842007483426
sub-003,A,P3,Fp1,0,40,80,2.3208642011950444,1.6975413606978642e-05
sub-003,A,P3,Fp1,0,50,100,2.3126284284947367,3.2059185053212192e-06
sub-003,A,P3,Fp1,1,5,10,9.447368812669962,1.1559264229122718e-08
sub-003,A,P3,Fp1,1,10,20,3.9599458293853327,3.075025204866239e-05
sub-003,A,P3,Fp1,1,20,40,3.390744236129265,1.2068956635406743e-06
sub-003,A,P3,Fp1,1,30,60,3.2297571976235053,4.3951720377007574e-08
sub-003,A,P3,Fp1,1,40,80,3.167245755346834,1.767068898579048e-09
sub-003,A,P3,Fp1,1,50,100,3.0275402637684916,3.786997426150026e-10
sub-003,A,P3,Fp1,2,5,10,5.818230098167602,2.9828882779102747e-05
sub-003,A,P3,Fp1,2,10,20,6.560289493935649,1.2434688563929124e-09
sub-003,A,P3,Fp1,2,20,40,2.0537942922859744,0.004664835393680567
sub-003,A,P3,Fp1,2,30,60,3.0886207548498614,1.5758559311685632e-07
sub-003,A,P3,Fp1,2,40,80,2.9130532953839787,3.025892837882081e-08
sub-003,A,P3,Fp1,2,50,100,2.4366095490065,7.088367403091624e-07
sub-003,A,P3,Fp1,3,5,10,4.59485205959927,0.0004062118170660831
sub-003,A,P3,Fp1,3,10,20,3.1720303501022533,0.0005717757396735726
sub-003,A,P3,Fp1,3,20,40,2.434372656662207,0.0005204725183901465
sub-003,A,P3,Fp1,3,30,60,3.1586197795724646,8.379034257412783e-08
sub-003,A,P3,Fp1,3,40,80,2.499931524481184,2.645650083937186e-06
sub-003,A,P3,Fp1,3,50,100,2.998020254503087,5.571371447339365e-10
sub-003,A,P3,Fp1,4,5,10,10.642703602979212,8.695883371137092e-10
sub-003,A,P3,Fp1,4,10,20,11.07867932267321,2.4581381246448324e-17
sub-003,A,P3,Fp1,4,20,40,4.255020942441198,3.5166044242291345e-09
sub-003,A,P3,Fp1,4,30,60,2.59458128003656,1.2107195071309838e-05
sub-003,A,P3,Fp1,4,40,80,3.1850492086213533,1.4455542582835737e-09
sub-003,A,P3,Fp1,4,50,100,2.2121005188097396,1.0620266258972623e-05
sub-003,A,Fp1,P3,0,5,10,8.873594893270726,4.010169858414203e-08
sub-003,A,Fp1,P3,0,10,20,15.292088747277885,2.752985712546866e-24
sub-003,A,Fp1,P3,0,20,40,2.258971091875929,0.0014614417145955867
sub-003,A,Fp1,P3,0,30,60,1.5291695599404902,0.037574113329839384
sub-003,A,Fp1,P3,0,40,80,1.6284359113554232,0.010420588338821167
sub-003,A,Fp1,P3,0,50,100,1.3497475771311307,0.061825032350455535
sub-003,A,Fp1,P3,1,5,10,2.978416055150193,0.011542013259622654
sub-003,A,Fp1,P3,1,10,20,3.253953718718954,0.00042450696272929706
sub-003,A,Fp1,P3,1,20,40,2.098459010752378,0.0036408418850122186
sub-003,A,Fp1,P3,1,30,60,1.5304110919590643,0.037291535598318
sub-003,A,Fp1,P3,1,40,80,1.4213065433986862,0.049153265100553664
sub-003,A,Fp1,P3,1,50,100,0.8992935135444123,0.6700248661385244
sub-003,A,Fp1,P3,2,5,10,5.959415220454454,2.2017441905517973e-05
sub-003,A,Fp1,P3,2,10,20,2.036802434292957,0.027895692791664494
sub-003,A,Fp1,P3,2,20,40,2.3385599972266946,0.0009186314414057403
sub-003,A,Fp1,P3,2,30,60,2.0022993934559503,0.001456067104399201
sub-003,A,Fp1,P3,2,40,80,1.7146351952885772,0.005131227985806215
sub-003,A,Fp1,P3,2,50,100,1.8615727073705461,0.0005467042689316109
sub-003,A,Fp1,P3,3,5,10,6.012952536968856,1.9621080986372418e-05
sub-003,A,Fp1,P3,3,10,20,2.730449421925147,0.002755388577633759
sub-003,A,Fp1,P3,3,20,40,2.8082001209783645,5.229510964729905e-05
sub-003,A,Fp1,P3,3,30,60,2.091781416334223,0.000735605704110962
sub-003,A,Fp1,P3,3,40,80,2.454470703158894,4.264090659868152e-06
sub-003,A,Fp1,P3,3,50,100,2.3253215481982554,2.7511906887948334e-06
sub-003,A,Fp1,P3,4,5,10,8.097195169346397,2.1602473253431406e-07
sub-003,A,Fp1,P3,4,10,20,13.337798592910454,4.247058280501808e-21
sub-003,A,Fp1,P3,4,20,40,2.869892749899043,3.5416589156783046e-05
sub-003,A,Fp1,P3,4,30,60,2.4784632021598028,3.234372692149251e-05
sub-003,A,Fp1,P3,4,40,80,2.859212789391892,5.4816274860598697e-08
sub-003,A,Fp1,P3,4,50,100,2.0252345841491235,9.140066643085242e-05
sub-003,A,P4,Fp2,0,5,10,4.829643932539253,0.00024693422231797575
sub-003,A,P4,Fp2,0,10,20,29.617752464846816,1.1143270376938004e-45
sub-003,A,P4,Fp2,0,20,40,2.3850948126523868,0.0006979517799833308
sub-003,A,P4,Fp2,0,30,60,1.6758880321199932,0.014789691400479652
sub-003,A,P4,Fp2,0,40,80,2.1056234256552213,0.00014533712114485413
sub-003,A,P4,Fp2,0,50,100,2.0287791596640496,8.783289470654352e-05
sub-003,A,P4,Fp2,1,5,10,4.849608420025316,0.0002366796613509718
sub-003,A,P4,Fp2,1,10,20,3.714949527067856,7.726599097418886e-05
sub-003,A,P4,Fp2,1,20,40,3.356455693511369,1.5138201451283284e-06
sub-003,A,P4,Fp2,1,30,60,3.6536528237369352,8.888242482750288e-10
sub-003,A,P4,Fp2,1,40,80,3.6829246981472785,4.901890977365638e-12
sub-003,A,P4,Fp2,1,50,100,2.7559197290608752,1.2793349374812779e-08
sub-003,A,P4,Fp2,2,5,10,1.5914228147814067,0.16055688131249737
sub-003,A,P4,Fp2,2,10,20,4.631978873509967,2.357117517143046e-06
sub-003,A,P4,Fp2,2,20,40,2.5159371205948444,0.0003185489629105838
sub-003,A,P4,Fp2,2,30,60,4.064305563935583,1.903528915075085e-11
sub-003,A,P4,Fp2,2,40,80,3.8409134475166695,7.905882704670132e-13
sub-003,A,P4,Fp2,2,50,100,2.795742028929296,7.674407581194595e-09
sub-003,A,P4,Fp2,3,5,10,3.5512308669485617,0.0035983277597512156
sub-003,A,P4,Fp2,3,10,20,5.047389847206704,4.712940721486676e-07
sub-003,A,P4,Fp2,3,20,40,2.0063183287372923,0.006051411561952365
sub-003,A,P4,Fp2,3,30,60,3.0034849210880274,3.381497773663174e-07
sub-003,A,P4,Fp2,3,40,80,3.5124744271695145,3.4788818161399384e-11
sub-003,A,P4,Fp2,3,50,100,3.5025692692689407,7.008636838032301e-13
sub-003,A,P4,Fp2,4,5,10,16.495145400258448,3.251732605030864e-15
sub-003,A,P4,Fp2,4,10,20,43.95519540149093,4.9834217230691405e-64
sub-003,A,P4,Fp2,4,20,40,6.307919630181111,2.2493095016795886e-15
sub-003,A,P4,Fp2,4,30,60,3.708452143373532,5.337575422737688e-10
sub-003,A,P4,Fp2,4,40,80,3.8090816909225587,1.1424396033505677e-12
sub-003,A,P4,Fp2,4,50,100,2.793520845070231,7.896708658818703e-09
sub-003,A,Fp2,P4,0,5,10,13.36041301776245,2.5171430339935233e-12
sub-003,A,Fp2,P4,0,10,20,28.703096378051452,2.0592962216569014e-44
sub-003,A,Fp2,P4,0,20,40,2.593132570754294,0.0001990207685813662
sub-003,A,Fp2,P4,0,30,60,2.036775871057563,0.0011215992940987944
sub-003,A,Fp2,P4,0,40,80,1.988778534015265,0.00044402218828656865
sub-003,A,Fp2,P4,0,50,100,1.6303645857570328,0.005606595871399275
sub-003,A,Fp2,P4,1,5,10,6.818075383982878,3.452015193699861e-06
sub-003,A,Fp2,P4,1,10,20,1.958393057302094,0.03564338982168155
sub-003,A,Fp2,P4,1,20,40,2.056746261515909,0.004589453736095979
sub-003,A,Fp2,P4,1,30,60,2.077022655285387,0.000824280446177079
sub-003,A,Fp2,P4,1,40,80,1.638102317402814,0.009640904213765181
sub-003,A,Fp2,P4,1,50,100,1.2590590172748661,0.11799222816915547
sub-003,A,Fp2,P4,2,5,10,7.991144758708632,2.718885614113097e-07
sub-003,A,Fp2,P4,2,10,20,3.3462242557507422,0.00030294426562558086
sub-003,A,Fp2,P4,2,20,40,3.408518420157025,1.0729405926036785e-06
